Study,Site,Soil C (mg/cm3)*,Soil N (mg/cm3)*,Microbial biomass C (mg/cm3),Microbial biomass N (mg/cm3),SOC,SON,MBC,MBN,MBC as % of soil C,MBN as % of soil N,Soil C:N,Inorganic nitrogen (ug/cm3),Respiration (ug C/cm3*hr),Net N mineralization (ug/cm3*hr)
Xu et al.,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",15.83333333,1.666666667,0.285,0.0675,1.055555556,0.111111111,0.019,0.0045,1.8,4.05,9.5,NA,NA,NA
Xu et al.,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",12.421875,1.224489796,0.3975,0.06,0.828125,0.081632653,0.0265,0.004,3.2,4.9,10.14453125,NA,NA,NA
Xu et al.,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",11.66666667,1.2375,0.315,0.0495,0.777777778,0.0825,0.021,0.0033,2.7,4,9.427609428,NA,NA,NA
Xu et al.,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",12.5,1.220338983,0.45,0.072,0.833333333,0.081355932,0.03,0.0048,3.6,5.9,10.24305556,NA,NA,NA
Xu et al.,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",14.46428571,1.273584906,0.405,0.0675,0.964285714,0.08490566,0.027,0.0045,2.8,5.3,11.35714286,NA,NA,NA
Xu et al.,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",12.5,1.153846154,0.3,0.045,0.833333333,0.076923077,0.02,0.003,2.4,3.9,10.83333333,NA,NA,NA
Xu et al.,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",13,1.078125,0.195,0.0345,0.866666667,0.071875,0.013,0.0023,1.5,3.2,12.05797101,NA,NA,NA
Xu et al.,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",12.3,1.159090909,0.3075,0.051,0.82,0.077272727,0.0205,0.0034,2.5,4.4,10.61176471,NA,NA,NA
Xu et al.,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",13.23529412,1.265625,0.225,0.0405,0.882352941,0.084375,0.015,0.0027,1.7,3.2,10.45751634,NA,NA,NA
Xu et al.,< 6% vegetation,2.85,0.315,0.06,0.021,0.19,0.021,0.004,0.0014,2.105263158,6.666666667,9.047619048,NA,NA,NA
Xu et al.,Astragalus adsurgens,4.2,0.48,0.0915,0.033,0.28,0.032,0.0061,0.0022,2.178571429,6.875,8.75,NA,NA,NA
Xu et al.,Panicum virgatum,4.05,0.45,0.0705,0.0225,0.27,0.03,0.0047,0.0015,1.740740741,5,9,NA,NA,NA
Xu et al.,Heteropappus altaicus,7.5,0.855,0.1455,0.039,0.5,0.057,0.0097,0.0026,1.94,4.561403509,8.771929825,NA,NA,NA
Xu et al.,Artemisia capillaries,7.05,0.81,0.1695,0.0375,0.47,0.054,0.0113,0.0025,2.404255319,4.62962963,8.703703704,NA,NA,NA
Xu et al.,Grass-legume,42.6,2.7,0.25845,0.05295,2.84,0.18,0.01723,0.00353,0.606690141,1.961111111,15.77777778,NA,NA,NA
Xu et al.,0,67.95,4.2,2.904,0,4.53,0.28,0.1936,0,4.273730684,0,16.17857143,NA,NA,NA
Xu et al.,0,60.9,3.45,1.6695,0,4.06,0.23,0.1113,0,2.74137931,0,17.65217391,NA,NA,NA
Xu et al.,0,58.05,2.85,0.894,0,3.87,0.19,0.0596,0,1.54005168,0,20.36842105,NA,NA,NA
Xu et al.,0,39.3,3,1.143,0,2.62,0.2,0.0762,0,2.908396947,0,13.1,NA,NA,NA
Xu et al.,0,35.7,2.85,0.8655,0,2.38,0.19,0.0577,0,2.424369748,0,12.52631579,NA,NA,NA
Xu et al.,0,26.7,3.9,0.4425,0,1.78,0.26,0.0295,0,1.657303371,0,6.846153846,NA,NA,NA
Xu et al.,0,67.95,4.2,3.579,0,4.53,0.28,0.2386,0,5.267108168,0,16.17857143,NA,NA,NA
Xu et al.,0,60.9,3.45,2.0205,0,4.06,0.23,0.1347,0,3.31773399,0,17.65217391,NA,NA,NA
Xu et al.,0,58.05,2.85,1.6725,0,3.87,0.19,0.1115,0,2.881136951,0,20.36842105,NA,NA,NA
Xu et al.,0,39.3,3,1.935,0,2.62,0.2,0.129,0,4.923664122,0,13.1,NA,NA,NA
Xu et al.,0,35.7,2.85,1.1355,0,2.38,0.19,0.0757,0,3.180672269,0,12.52631579,NA,NA,NA
Xu et al.,0,26.7,3.9,0.165,0,1.78,0.26,0.011,0,0.617977528,0,6.846153846,NA,NA,NA
Xu et al.,"meadow with holcus, agrastis and poa",33,3.6,0.825,0,2.2,0.24,0.055,0,2.5,0,9.166666667,NA,NA,NA
Xu et al.,meadow,106.2,7.14,1.2024,0.1491,7.08,0.476,0.08016,0.00994,1.13220339,2.088235294,14.87394958,NA,NA,NA
Xu et al.,meadow,171,11.55,2.808,0.399,11.4,0.77,0.1872,0.0266,1.642105263,3.454545455,14.80519481,NA,NA,NA
Xu et al.,Wooded grassland,18,0,0.225,0,1.2,0,0.015,0,1.25,NA,NA,NA,NA,NA
Xu et al.,Wooded grassland,123,0,1.125,0,8.2,0,0.075,0,0.914634146,NA,NA,NA,NA,NA
Xu et al.,Finland grass,36.6,2.58,0.3615,0.0864,2.44,0.172,0.0241,0.00576,0.987704918,3.348837209,14.18604651,NA,NA,NA
Xu et al.,0,19.95,1.77,0.33,0,1.33,0.118,0.022,0,1.654135338,0,11.27118644,NA,NA,NA
Xu et al.,0,18.9,1.8,0.465,0,1.26,0.12,0.031,0,2.46031746,0,10.5,NA,NA,NA
Xu et al.,0,27,2.7,0.495,0,1.8,0.18,0.033,0,1.833333333,0,10,NA,NA,NA
Xu et al.,0,57.9,0,1.35,0,3.86,0,0.09,0,2.331606218,NA,NA,NA,NA,NA
Xu et al.,grassland,43.5,5.25,2.2665,0.348,2.9,0.35,0.1511,0.0232,5.210344828,6.628571429,8.285714286,NA,NA,NA
Xu et al.,0,36.75,3.45,0.7665,0.204,2.45,0.23,0.0511,0.0136,2.085714286,5.913043478,10.65217391,NA,NA,NA
Xu et al.,0,36.75,3.45,0.7845,0.174,2.45,0.23,0.0523,0.0116,2.134693878,5.043478261,10.65217391,NA,NA,NA
Xu et al.,0,36.75,3.45,0.834,0.1635,2.45,0.23,0.0556,0.0109,2.269387755,4.739130435,10.65217391,NA,NA,NA
Xu et al.,0,36.75,3.45,0.756,0.201,2.45,0.23,0.0504,0.0134,2.057142857,5.826086957,10.65217391,NA,NA,NA
Xu et al.,0,36.75,3.45,0.444,0.1305,2.45,0.23,0.0296,0.0087,1.208163265,3.782608696,10.65217391,NA,NA,NA
Xu et al.,0,36.75,3.45,0.1305,0.0315,2.45,0.23,0.0087,0.0021,0.355102041,0.913043478,10.65217391,NA,NA,NA
Xu et al.,Meadow,16.05,2.025,0.553725,0,1.07,0.135,0.036915,0,3.45,0,7.925925926,NA,NA,NA
Xu et al.,Meadow,36.9,6.105,2.33946,0,2.46,0.407,0.155964,0,6.34,0,6.044226044,NA,NA,NA
Xu et al.,Meadow,316.2,9.975,0.3162,0,21.08,0.665,0.02108,0,0.1,0,31.69924812,NA,NA,NA
Xu et al.,meadow,65.7,6.636363636,1.7205,0,4.38,0.442424242,0.1147,0,2.618721461,0,9.9,NA,NA,NA
Xu et al.,meadow,33.6,3.733333333,0.6645,0,2.24,0.248888889,0.0443,0,1.977678571,0,9,NA,NA,NA
Xu et al.,meadow,24.75,2.877906977,0.3915,0,1.65,0.191860465,0.0261,0,1.581818182,0,8.6,NA,NA,NA
Xu et al.,meadow,147.9,9.15,1.5195,0,9.86,0.61,0.1013,0,1.027383367,0,16.16393443,NA,NA,NA
Xu et al.,meadow,168.6,13.5,2.4495,0,11.24,0.9,0.1633,0,1.452846975,0,12.48888889,NA,NA,NA
Xu et al.,grassland,26.4,0,1.947,0,1.76,0,0.1298,0,7.375,NA,NA,NA,NA,NA
Xu et al.,0,73.5,0,1.893,0,4.9,0,0.1262,0,2.575510204,NA,NA,NA,NA,NA
Xu et al.,0,22.32,2.247,0.624,0.063,1.488,0.1498,0.0416,0.0042,2.795698925,2.803738318,9.933244326,NA,NA,NA
Xu et al.,Heteropoogon contortus,13.5,1.845,0.4065,0,0.9,0.123,0.0271,0,3.011111111,0,7.317073171,NA,NA,NA
Xu et al.,Imperata cylindrica,18,1.71,1.0005,0,1.2,0.114,0.0667,0,5.558333333,0,10.52631579,NA,NA,NA
Xu et al.,Desert steppe (Stipa breviflora),22.635,2.415,0.705,0,1.509,0.161,0.047,0,3.114645461,0,9.372670807,NA,NA,NA
Xu et al.,Desert steppe (Stipa breviflora),21.81,2.46,0.645,0,1.454,0.164,0.043,0,2.95735901,0,8.865853659,NA,NA,NA
Xu et al.,Desert steppe (Stipa breviflora),21.93,2.49,0.675,0,1.462,0.166,0.045,0,3.077975376,0,8.807228916,NA,NA,NA
Xu et al.,Desert steppe (Stipa breviflora),22.125,2.445,0.54,0,1.475,0.163,0.036,0,2.440677966,0,9.049079755,NA,NA,NA
Xu et al.,Desert steppe (Stipa breviflora),20.535,2.46,0.7425,0,1.369,0.164,0.0495,0,3.61577794,0,8.347560976,NA,NA,NA
Xu et al.,Desert steppe (Stipa breviflora),20.91,2.565,0.615,0,1.394,0.171,0.041,0,2.941176471,0,8.152046784,NA,NA,NA
Xu et al.,Desert steppe (Stipa breviflora),21.405,2.67,0.63,0,1.427,0.178,0.042,0,2.943237561,0,8.016853933,NA,NA,NA
Xu et al.,Desert steppe (Stipa breviflora),21.255,2.49,0.6,0,1.417,0.166,0.04,0,2.822865208,0,8.536144578,NA,NA,NA
Xu et al.,0,40.65,3.75,0.537,0,2.71,0.25,0.0358,0,1.32103321,0,10.84,NA,NA,NA
Xu et al.,0,37.35,3.3,0.249,0,2.49,0.22,0.0166,0,0.666666667,0,11.31818182,NA,NA,NA
Xu et al.,"Plantago ovata, Salsola tetrandra",8.64,0,0.3114,0.12747,0.576,0,0.02076,0.008498,3.604166667,NA,NA,NA,NA,NA
Xu et al.,"Plantago ovata, Salsola tetrandra",7.74,0,0.1008,0.03759,0.516,0,0.00672,0.002506,1.302325581,NA,NA,NA,NA,NA
Xu et al.,0,38.1,3.6,1.1925,0,2.54,0.24,0.0795,0,3.12992126,0,10.58333333,NA,NA,NA
Xu et al.,Grassland,112.05,9.72,0.1965,0.0372,7.47,0.648,0.0131,0.00248,0.175368139,0.382716049,11.52777778,NA,NA,NA
Xu et al.,short tussock and browntop,114.75,6.9,2.535,0,7.65,0.46,0.169,0,2.209150327,0,16.63043478,NA,NA,NA
Xu et al.,short tussock and browntop,85.95,5.4,1.857,0,5.73,0.36,0.1238,0,2.160558464,0,15.91666667,NA,NA,NA
Xu et al.,short tussock and browntop,58.35,3.75,1.2195,0,3.89,0.25,0.0813,0,2.089974293,0,15.56,NA,NA,NA
Xu et al.,short tussock and browntop,31.2,2.25,0.4785,0,2.08,0.15,0.0319,0,1.533653846,0,13.86666667,NA,NA,NA
Xu et al.,grassland,116.7,6.42,2.1255,0,7.78,0.428,0.1417,0,1.821336761,0,18.17757009,NA,NA,NA
Xu et al.,grass,29.25,1.5,0.3975,0,1.95,0.1,0.0265,0,1.358974359,0,19.5,NA,NA,NA
Xu et al.,grass,58.95,5.7,0.552,0,3.93,0.38,0.0368,0,0.936386768,0,10.34210526,NA,NA,NA
Xu et al.,grass,195.6,10.95,1.866,0,13.04,0.73,0.1244,0,0.95398773,0,17.8630137,NA,NA,NA
Xu et al.,grass,79.5,7.05,0.7485,0,5.3,0.47,0.0499,0,0.941509434,0,11.27659574,NA,NA,NA
Xu et al.,grass,73.65,4.65,0.7275,0,4.91,0.31,0.0485,0,0.987780041,0,15.83870968,NA,NA,NA
Xu et al.,grass,37.8,3,0.3675,0,2.52,0.2,0.0245,0,0.972222222,0,12.6,NA,NA,NA
Xu et al.,grass,54.75,4.95,0.825,0,3.65,0.33,0.055,0,1.506849315,0,11.06060606,NA,NA,NA
Xu et al.,grass,43.5,4.5,0.8475,0,2.9,0.3,0.0565,0,1.948275862,0,9.666666667,NA,NA,NA
Xu et al.,grass,118.05,10.05,1.8375,0,7.87,0.67,0.1225,0,1.556543837,0,11.74626866,NA,NA,NA
Xu et al.,grass,75,7.2,1.281,0,5,0.48,0.0854,0,1.708,0,10.41666667,NA,NA,NA
Xu et al.,grass,59.4,5.7,1.2075,0,3.96,0.38,0.0805,0,2.032828283,0,10.42105263,NA,NA,NA
Xu et al.,grass,133.35,9.3,1.0095,0,8.89,0.62,0.0673,0,0.757030371,0,14.33870968,NA,NA,NA
Xu et al.,grass,83.1,6.6,0.825,0,5.54,0.44,0.055,0,0.992779783,0,12.59090909,NA,NA,NA
Xu et al.,grass,140.1,12.75,1.2795,0,9.34,0.85,0.0853,0,0.913276231,0,10.98823529,NA,NA,NA
Xu et al.,grass,101.7,10.5,0.885,0,6.78,0.7,0.059,0,0.87020649,0,9.685714286,NA,NA,NA
Xu et al.,Tussock (Chionochloa rigida) and hard tussock (Festuca novae-zelandiae),64.4994,3.8997,1.8054,0.2121,4.29996,0.25998,0.12036,0.01414,2.799095806,5.438879914,16.53957997,NA,NA,NA
Xu et al.,Tussock (Chionochloa rigida) and hard tussock (Festuca novae-zelandiae),76.077,5.1996,2.4264,0.3654,5.0718,0.34664,0.16176,0.02436,3.189400213,7.027463651,14.63131779,NA,NA,NA
Xu et al.,Tussok,127.5,5.7,4.44,0.618,8.5,0.38,0.296,0.0412,3.482352941,10.84210526,22.36842105,NA,NA,NA
Xu et al.,Tussok,109.5,5.4,3.405,0.6015,7.3,0.36,0.227,0.0401,3.109589041,11.13888889,20.27777778,NA,NA,NA
Xu et al.,Tussok,121.5,6,4.365,0.543,8.1,0.4,0.291,0.0362,3.592592593,9.05,20.25,NA,NA,NA
Xu et al.,Tussok,105,5.4,3.39,0.5955,7,0.36,0.226,0.0397,3.228571429,11.02777778,19.44444444,NA,NA,NA
Xu et al.,tall tussock,127.5,5.7,4.44,0.618,8.5,0.38,0.296,0.0412,3.482352941,10.84210526,22.36842105,NA,NA,NA
Xu et al.,tall tussock,109.5,5.4,3.405,0.6015,7.3,0.36,0.227,0.0401,3.109589041,11.13888889,20.27777778,NA,NA,NA
Xu et al.,tall tussock,121.5,6,4.365,0.543,8.1,0.4,0.291,0.0362,3.592592593,9.05,20.25,NA,NA,NA
Xu et al.,tall tussock,105,5.4,3.39,0.5955,7,0.36,0.226,0.0397,3.228571429,11.02777778,19.44444444,NA,NA,NA
Xu et al.,0,39,3.15,1.425,0,2.6,0.21,0.095,0,3.653846154,0,12.38095238,NA,NA,NA
Xu et al.,0,43.5,3.3,1.68,0,2.9,0.22,0.112,0,3.862068966,0,13.18181818,NA,NA,NA
Xu et al.,0,183,5.85,2.43,0,12.2,0.39,0.162,0,1.327868852,0,31.28205128,NA,NA,NA
Xu et al.,0,78,5.25,1.965,0,5.2,0.35,0.131,0,2.519230769,0,14.85714286,NA,NA,NA
Xu et al.,Tussock grass,39,3.15,1.395,0,2.6,0.21,0.093,0,3.576923077,0,12.38095238,NA,NA,NA
Xu et al.,Tussock grass,43.5,3.3,1.68,0,2.9,0.22,0.112,0,3.862068966,0,13.18181818,NA,NA,NA
Xu et al.,Tussock grass,57,3.75,1.59,0,3.8,0.25,0.106,0,2.789473684,0,15.2,NA,NA,NA
Xu et al.,Tussock grass,72,4.35,1.845,0,4.8,0.29,0.123,0,2.5625,0,16.55172414,NA,NA,NA
Xu et al.,Tussock grass,300,10.65,4.02,0,20,0.71,0.268,0,1.34,0,28.16901408,NA,NA,NA
Xu et al.,Tussock grass,78,5.25,1.965,0,5.2,0.35,0.131,0,2.519230769,0,14.85714286,NA,NA,NA
Xu et al.,Tussock grass,127.5,8.55,4.17,0,8.5,0.57,0.278,0,3.270588235,0,14.9122807,NA,NA,NA
Xu et al.,Tussock grass,64.5,4.35,1.2,0,4.3,0.29,0.08,0,1.860465116,0,14.82758621,NA,NA,NA
Xu et al.,Tussock grass,37.5,3.45,0.795,0,2.5,0.23,0.053,0,2.12,0,10.86956522,NA,NA,NA
Xu et al.,Tussock,136.5,6.9,4.005,0.666,9.1,0.46,0.267,0.0444,2.934065934,9.652173913,19.7826087,NA,NA,NA
Xu et al.,Tussock,87,4.8,1.68,0.2895,5.8,0.32,0.112,0.0193,1.931034483,6.03125,18.125,NA,NA,NA
Xu et al.,herb,30.75,2.31,0.747,0.147,2.05,0.154,0.0498,0.0098,2.429268293,6.363636364,13.31168831,NA,NA,NA
Xu et al.,herb,22.5,1.83,0.5505,0.114,1.5,0.122,0.0367,0.0076,2.446666667,6.229508197,12.29508197,NA,NA,NA
Xu et al.,herb,24.45,2.085,0.6,0.1515,1.63,0.139,0.04,0.0101,2.45398773,7.26618705,11.72661871,NA,NA,NA
Xu et al.,0,123.75,8.85,1.119,0,8.25,0.59,0.0746,0,0.904242424,0,13.98305085,NA,NA,NA
Xu et al.,0,148.65,10.8,0.879,0,9.91,0.72,0.0586,0,0.591321897,0,13.76388889,NA,NA,NA
Xu et al.,0,115.95,9.45,0.8925,0,7.73,0.63,0.0595,0,0.769728331,0,12.26984127,NA,NA,NA
Xu et al.,0,112.95,7.35,0.8685,0,7.53,0.49,0.0579,0,0.768924303,0,15.36734694,NA,NA,NA
Xu et al.,0,113.55,7.95,1.0065,0,7.57,0.53,0.0671,0,0.886393659,0,14.28301887,NA,NA,NA
Xu et al.,0,76.35,4.8,0.714,0,5.09,0.32,0.0476,0,0.935166994,0,15.90625,NA,NA,NA
Xu et al.,0,110.4,9.9,1.002,0,7.36,0.66,0.0668,0,0.907608696,0,11.15151515,NA,NA,NA
Xu et al.,0,116.4,11.55,0.969,0,7.76,0.77,0.0646,0,0.832474227,0,10.07792208,NA,NA,NA
Xu et al.,0,133.2,10.5,1.197,0,8.88,0.7,0.0798,0,0.898648649,0,12.68571429,NA,NA,NA
Xu et al.,0,147.3,12.3,1.3365,0,9.82,0.82,0.0891,0,0.907331976,0,11.97560976,NA,NA,NA
Xu et al.,0,136.65,11.7,1.164,0,9.11,0.78,0.0776,0,0.851811196,0,11.67948718,NA,NA,NA
Xu et al.,0,152.4,12.15,1.311,0,10.16,0.81,0.0874,0,0.86023622,0,12.54320988,NA,NA,NA
Xu et al.,Cereal-grass,26.4,0,1.6632,0,1.76,0,0.11088,0,6.3,NA,NA,NA,NA,NA
Xu et al.,Cereal-grass,24.3,0,1.1421,0,1.62,0,0.07614,0,4.7,NA,NA,NA,NA,NA
Xu et al.,0,621,34.5,1.3245,0,41.4,2.3,0.0883,0,0.213285024,0,18,NA,NA,NA
Xu et al.,0,627,28.5,1.7475,0,41.8,1.9,0.1165,0,0.278708134,0,22,NA,NA,NA
Xu et al.,0,645,64.5,1.929,0,43,4.3,0.1286,0,0.299069767,0,10,NA,NA,NA
Xu et al.,0,643.5,19.5,1.9965,0,42.9,1.3,0.1331,0,0.31025641,0,33,NA,NA,NA
Xu et al.,0,621,34.5,1.833,0,41.4,2.3,0.1222,0,0.295169082,0,18,NA,NA,NA
Xu et al.,0,607.5,40.5,1.8855,0,40.5,2.7,0.1257,0,0.31037037,0,15,NA,NA,NA
Xu et al.,unmanured permanent grass,72.15,6.795,2.4405,0,4.81,0.453,0.1627,0,3.382536383,0,10.61810155,NA,NA,NA
Xu et al.,permanent grass,68.25,6.345,2.0685,0,4.55,0.423,0.1379,0,3.030769231,0,10.75650118,NA,NA,NA
Xu et al.,permanent grass,49.8,4.83,1.2705,0,3.32,0.322,0.0847,0,2.551204819,0,10.31055901,NA,NA,NA
Xu et al.,permanent grassland,56.7,5.355,1.668,0,3.78,0.357,0.1112,0,2.941798942,0,10.58823529,NA,NA,NA
Xu et al.,grass ley,18.15,1.725,0.222,0,1.21,0.115,0.0148,0,1.223140496,0,10.52173913,NA,NA,NA
Xu et al.,grass ley,26.4,2.91,0.9525,0,1.76,0.194,0.0635,0,3.607954545,0,9.072164948,NA,NA,NA
Xu et al.,permanent grass,84.15,5.85,0.8535,0,5.61,0.39,0.0569,0,1.01426025,0,14.38461538,NA,NA,NA
Xu et al.,Permanent grassland,57.75,5.085,1.3575,0,3.85,0.339,0.0905,0,2.350649351,0,11.35693215,NA,NA,NA
Xu et al.,Permanent grassland,58.65,5.865,1.6995,0,3.91,0.391,0.1133,0,2.89769821,0,10,NA,NA,NA
Xu et al.,fosters grass,36.6,3.495,0.6375,0.1965,2.44,0.233,0.0425,0.0131,1.741803279,5.622317597,10.472103,NA,NA,NA
Xu et al.,Highfield grass,68.25,6.09,1.773,0.4239,4.55,0.406,0.1182,0.02826,2.597802198,6.960591133,11.20689655,NA,NA,NA
Xu et al.,0,57.75,5.85,1.7565,0,3.85,0.39,0.1171,0,3.041558442,0,9.871794872,NA,NA,NA
Xu et al.,0,98.25,9.9,3.168,0,6.55,0.66,0.2112,0,3.224427481,0,9.924242424,NA,NA,NA
Xu et al.,0,80.7,7.8,2.3445,0,5.38,0.52,0.1563,0,2.905204461,0,10.34615385,NA,NA,NA
Xu et al.,0,0,0,1.38345,0.2223,0,0,0.09223,0.01482,NA,NA,NA,NA,NA,NA
Xu et al.,0,0,0,1.42155,0.2244,0,0,0.09477,0.01496,NA,NA,NA,NA,NA,NA
Xu et al.,0,0,0,1.4946,0.2382,0,0,0.09964,0.01588,NA,NA,NA,NA,NA,NA
Xu et al.,0,0,0,1.4901,0.2379,0,0,0.09934,0.01586,NA,NA,NA,NA,NA,NA
Xu et al.,0,0,0,1.776,0.27495,0,0,0.1184,0.01833,NA,NA,NA,NA,NA,NA
Xu et al.,0,97.05,8.85,1.584,0.2385,6.47,0.59,0.1056,0.0159,1.632148377,2.694915254,10.96610169,NA,NA,NA
Xu et al.,0,87.6,7.95,1.5825,0.2535,5.84,0.53,0.1055,0.0169,1.806506849,3.188679245,11.01886792,NA,NA,NA
Xu et al.,0,84.9,7.95,1.5135,0.2415,5.66,0.53,0.1009,0.0161,1.782685512,3.037735849,10.67924528,NA,NA,NA
Xu et al.,0,98.85,8.85,2.424,0.3825,6.59,0.59,0.1616,0.0255,2.452200303,4.322033898,11.16949153,NA,NA,NA
Xu et al.,0,95.1,8.7,2.574,0.4125,6.34,0.58,0.1716,0.0275,2.706624606,4.74137931,10.93103448,NA,NA,NA
Xu et al.,0,0,0,1.203,0.28995,0,0,0.0802,0.01933,NA,NA,NA,NA,NA,NA
Xu et al.,0,0,0,0.3675,0.07305,0,0,0.0245,0.00487,NA,NA,NA,NA,NA,NA
Xu et al.,0,58.5,4.5003,0.6174,0.0861,3.9,0.30002,0.04116,0.00574,1.055384615,1.913205786,12.99913339,NA,NA,NA
Xu et al.,0,46.4994,4.5003,0.7812,0.1575,3.09996,0.30002,0.05208,0.0105,1.680021678,3.499766682,10.33251117,NA,NA,NA
Xu et al.,0,70.5006,7.4991,1.0476,0.1932,4.70004,0.49994,0.06984,0.01288,1.4859448,2.576309157,9.401208145,NA,NA,NA
Xu et al.,0,46.4994,4.5003,1.0854,0.1785,3.09996,0.30002,0.07236,0.0119,2.334223667,3.96640224,10.33251117,NA,NA,NA
Xu et al.,0,49.5,5.9997,1.2276,0.2079,3.3,0.39998,0.08184,0.01386,2.48,3.465173259,8.250412521,NA,NA,NA
Xu et al.,0,75.0006,7.4991,1.278,0.0903,5.00004,0.49994,0.0852,0.00602,1.703986368,1.204144497,10.00128015,NA,NA,NA
Xu et al.,0,59.9994,4.5003,1.35,0.1302,3.99996,0.30002,0.09,0.00868,2.2500225,2.893140457,13.33231118,NA,NA,NA
Xu et al.,0,45,4.5003,1.3842,0.1764,3,0.30002,0.09228,0.01176,3.076,3.919738684,9.999333378,NA,NA,NA
Xu et al.,0,43.5006,5.9997,1.4112,0.1995,2.90004,0.39998,0.09408,0.0133,3.244093185,3.325166258,7.250462523,NA,NA,NA
Xu et al.,0,84.0006,9.0006,1.4472,0.2394,5.60004,0.60004,0.09648,0.01596,1.722844837,2.659822678,9.332777815,NA,NA,NA
Xu et al.,0,66.0006,7.4991,1.5876,0.2394,4.40004,0.49994,0.10584,0.01596,2.405432678,3.192383086,8.801136136,NA,NA,NA
Xu et al.,0,90,7.4991,1.674,0.2856,6,0.49994,0.1116,0.01904,1.86,3.808457015,12.00144017,NA,NA,NA
Xu et al.,0,59.9994,5.9997,1.8306,0.294,3.99996,0.39998,0.12204,0.0196,3.05103051,4.900245012,10.00040002,NA,NA,NA
Xu et al.,0,67.5,5.9997,1.8576,0.2289,4.5,0.39998,0.12384,0.01526,2.752,3.81519076,11.25056253,NA,NA,NA
Xu et al.,0,72,7.4991,1.8648,0.3129,4.8,0.49994,0.12432,0.02086,2.59,4.1725007,9.601152138,NA,NA,NA
Xu et al.,0,68.9994,7.4991,1.872,0.2646,4.59996,0.49994,0.1248,0.01764,2.71306707,3.528423411,9.201024123,NA,NA,NA
Xu et al.,0,72,7.4991,1.9494,0.2436,4.8,0.49994,0.12996,0.01624,2.7075,3.248389807,9.601152138,NA,NA,NA
Xu et al.,0,88.5006,9.0006,2.1402,0.3675,5.90004,0.60004,0.14268,0.0245,2.41828869,4.083061129,9.832744484,NA,NA,NA
Xu et al.,0,67.5,5.9997,2.1438,0.1596,4.5,0.39998,0.14292,0.01064,3.176,2.660133007,11.25056253,NA,NA,NA
Xu et al.,0,63,5.9997,2.3292,0.2709,4.2,0.39998,0.15528,0.01806,3.697142857,4.515225761,10.50052503,NA,NA,NA
Xu et al.,0,55.4994,5.9997,2.3922,0.2541,3.69996,0.39998,0.15948,0.01694,4.310316868,4.235211761,9.250362518,NA,NA,NA
Xu et al.,0,102.0006,11.9994,2.6676,0.3969,6.80004,0.79996,0.17784,0.02646,2.615278734,3.307665383,8.500475024,NA,NA,NA
Xu et al.,0,70.5006,7.4991,2.7324,0.3801,4.70004,0.49994,0.18216,0.02534,3.875711696,5.068608233,9.401208145,NA,NA,NA
Xu et al.,0,72,7.4991,2.862,0.3276,4.8,0.49994,0.1908,0.02184,3.975,4.368524223,9.601152138,NA,NA,NA
Xu et al.,0,103.5,10.5,3.0564,0.3675,6.9,0.7,0.20376,0.0245,2.953043478,3.5,9.857142857,NA,NA,NA
Xu et al.,0,66.0006,7.4991,3.1212,0.3444,4.40004,0.49994,0.20808,0.02296,4.729047918,4.592551106,8.801136136,NA,NA,NA
Xu et al.,0,99,10.5,3.3354,0.3654,6.6,0.7,0.22236,0.02436,3.369090909,3.48,9.428571429,NA,NA,NA
Xu et al.,0,95.9994,10.5,3.3426,0.3402,6.39996,0.7,0.22284,0.02268,3.481896762,3.24,9.1428,NA,NA,NA
Xu et al.,0,120.0006,13.5009,5.1174,0.5187,8.00004,0.90006,0.34116,0.03458,4.264478678,3.841966091,8.888340777,NA,NA,NA
Xu et al.,0,41.25,0,0.933,0,2.75,0,0.0622,0,2.261818182,NA,NA,NA,NA,NA
Xu et al.,0,41.55,0,0.663,0,2.77,0,0.0442,0,1.59566787,NA,NA,NA,NA,NA
Xu et al.,0,52.8,0,1.245,0,3.52,0,0.083,0,2.357954545,NA,NA,NA,NA,NA
Xu et al.,0,80.1,0,2.5635,0,5.34,0,0.1709,0,3.200374532,NA,NA,NA,NA,NA
Xu et al.,0,79.65,0,3.24,0,5.31,0,0.216,0,4.06779661,NA,NA,NA,NA,NA
Xu et al.,0,49.05,0,2.451,0,3.27,0,0.1634,0,4.996941896,NA,NA,NA,NA,NA
Xu et al.,0,94.05,0,2.445,0,6.27,0,0.163,0,2.599681021,NA,NA,NA,NA,NA
Xu et al.,0,64.95,0,3.807,0,4.33,0,0.2538,0,5.861431871,NA,NA,NA,NA,NA
Xu et al.,0,55.35,0,2.706,0,3.69,0,0.1804,0,4.888888889,NA,NA,NA,NA,NA
Xu et al.,prairie,54.9,4.125,0.9435,0,3.66,0.275,0.0629,0,1.718579235,0,13.30909091,NA,NA,NA
